id,idade,genero,renda_mensal,cidade,produto_favorito,comprou_promo,frequencia_visitas,valor_total_gasto
471,37.0,M,1391.0,Curitiba,arroz,Não,4,136
472,47.0,F,4048.0,Curitiba,feijao,Não,2,142
473,21.0,F,7092.0,Curitiba,arroz,Não,6,138
474,28.0,M,3510.0,Curitiba,oleo,Não,4,128
475,26.0,F,4286.0,Rio,cafe,Não,6,270
476,22.0,F,1442.0,São Paulo,cafe,Não,3,135
477,,F,2407.0,Rio,acucar,Sim,6,294
478,54.0,F,,Rio,feijao,Sim,2,192
479,21.0,F,7257.0,Belo Horizonte,acucar,Não,9,189
480,60.0,F,2834.0,São Paulo,oleo,Não,5,460
481,41.0,F,5052.0,Salvador,arroz,Não,5,140
482,56.0,F,3147.0,Belo Horizonte,acucar,Sim,7,616
483,32.0,F,4678.0,Curitiba,feijao,Não,8,632
484,45.0,F,7716.0,Curitiba,cafe,Sim,3,228
485,65.0,M,3317.0,Rio,arroz,Não,7,294
486,30.0,,7830.0,Curitiba,arroz,Não,4,92
487,23.0,,,Belo Horizonte,cafe,Sim,1,85
488,,F,6576.0,São Paulo,feijao,Não,7,672
489,64.0,M,2315.0,Rio,feijao,Não,7,189
490,56.0,M,2734.0,São Paulo,oleo,Sim,7,168
491,27.0,F,2333.0,Rio,acucar,Não,3,159
492,,M,5135.0,Rio,acucar,Sim,4,228
493,42.0,M,4792.0,Rio,feijao,Sim,1,61
494,65.0,,2309.0,São Paulo,,Não,4,272
495,26.0,M,6482.0,Curitiba,cafe,Não,8,232
496,29.0,F,6936.0,São Paulo,acucar,Sim,10,840
497,59.0,F,1318.0,Curitiba,,Não,6,234
498,59.0,M,7880.0,Curitiba,cafe,Sim,2,92
499,43.0,F,3675.0,Curitiba,feijao,Não,10,230
500,40.0,F,3820.0,Curitiba,acucar,Sim,2,94
501,,F,6441.0,Rio,acucar,Não,7,553
502,,,5025.0,Curitiba,oleo,Não,1,75
503,23.0,F,4770.0,São Paulo,arroz,Sim,5,450
504,59.0,M,6976.0,São Paulo,acucar,Não,4,328
505,35.0,M,2768.0,Rio,arroz,Sim,10,320
506,43.0,M,1210.0,Rio,acucar,Não,4,324
507,28.0,F,6688.0,São Paulo,acucar,Sim,6,456
508,35.0,M,6434.0,Salvador,oleo,Sim,3,192
509,20.0,F,5138.0,Rio,feijao,Sim,9,819
510,,M,2749.0,Rio,feijao,Sim,4,256
511,40.0,F,2766.0,Belo Horizonte,oleo,Sim,8,376
512,59.0,F,6257.0,Belo Horizonte,acucar,Sim,8,736
513,38.0,M,7576.0,Curitiba,feijao,Não,1,23
514,35.0,F,2871.0,São Paulo,arroz,Sim,6,150
515,48.0,F,5452.0,Rio,,Sim,8,336
516,39.0,,,Belo Horizonte,feijao,Não,5,215
517,,F,7236.0,Curitiba,,Sim,7,665
518,35.0,F,3759.0,São Paulo,acucar,Sim,8,680
519,40.0,F,2719.0,Rio,oleo,Sim,8,376
520,42.0,M,3162.0,Salvador,oleo,Sim,5,255
521,32.0,F,4360.0,Salvador,,Não,7,266
522,61.0,,7929.0,Salvador,,Sim,6,588
523,52.0,F,1554.0,Belo Horizonte,cafe,Sim,1,80
524,33.0,M,1918.0,Belo Horizonte,cafe,Sim,5,250
525,35.0,F,5428.0,Salvador,arroz,Sim,1,46
526,55.0,F,1475.0,São Paulo,,Sim,2,118
527,22.0,F,5939.0,Salvador,feijao,Sim,3,210
528,19.0,M,7734.0,Rio,cafe,Não,1,100
529,28.0,F,,Curitiba,cafe,Sim,6,240
530,39.0,F,3746.0,Salvador,arroz,Não,3,66
531,55.0,M,,Belo Horizonte,,Não,7,224
532,56.0,,7128.0,Belo Horizonte,oleo,Não,6,240
533,53.0,,3892.0,Rio,oleo,Sim,10,430
534,26.0,M,7262.0,Belo Horizonte,arroz,Sim,7,210
535,23.0,F,5532.0,São Paulo,oleo,Sim,6,516
536,47.0,M,7015.0,Belo Horizonte,oleo,Não,7,434
537,32.0,M,,Belo Horizonte,feijao,Sim,8,384
538,,F,4656.0,Curitiba,oleo,Não,9,864
539,57.0,M,4956.0,Rio,,Não,2,178
540,65.0,F,1436.0,São Paulo,acucar,Não,7,336
541,40.0,M,4639.0,São Paulo,feijao,Sim,9,450
542,35.0,M,5853.0,Belo Horizonte,arroz,Sim,10,200
543,41.0,F,6265.0,Belo Horizonte,feijao,Não,2,194
544,39.0,M,6469.0,Curitiba,arroz,Sim,3,171
545,64.0,M,2149.0,Belo Horizonte,feijao,Sim,6,480
546,41.0,M,5442.0,Salvador,oleo,Sim,1,91
547,54.0,,2610.0,Belo Horizonte,feijao,Não,7,658
548,46.0,F,5803.0,Salvador,acucar,Sim,6,168
549,63.0,M,,Rio,arroz,Não,6,462
550,47.0,F,5858.0,Belo Horizonte,feijao,Sim,2,134
551,18.0,M,1496.0,Salvador,cafe,Sim,8,608
552,20.0,M,5881.0,Belo Horizonte,feijao,Não,9,387
553,55.0,F,7213.0,São Paulo,cafe,Sim,2,116
554,37.0,F,4746.0,São Paulo,arroz,Não,8,320
555,56.0,F,1938.0,São Paulo,,Não,4,240
556,32.0,M,,Rio,oleo,Sim,9,747
557,49.0,M,7930.0,São Paulo,cafe,Sim,9,639
558,41.0,M,7262.0,São Paulo,arroz,Sim,3,183
559,62.0,M,3883.0,Rio,feijao,Não,1,86
560,44.0,M,,Salvador,feijao,Sim,1,65
561,22.0,F,1449.0,Salvador,feijao,Não,3,204
562,,M,5074.0,Belo Horizonte,arroz,Não,8,312
563,41.0,F,2460.0,Salvador,feijao,Não,9,216
564,48.0,M,3867.0,Belo Horizonte,acucar,Sim,1,42
565,52.0,,6621.0,São Paulo,cafe,Não,4,100
566,39.0,F,2139.0,Belo Horizonte,arroz,Sim,7,182
567,33.0,M,7602.0,São Paulo,cafe,Sim,5,195
568,45.0,F,4251.0,Salvador,arroz,Sim,9,279
569,,F,3368.0,Salvador,cafe,Sim,1,27
570,64.0,M,2945.0,Belo Horizonte,oleo,Sim,8,280
571,34.0,M,5175.0,Belo Horizonte,oleo,Sim,6,396
572,57.0,M,3008.0,Belo Horizonte,cafe,Sim,7,560
573,41.0,F,4434.0,Belo Horizonte,cafe,Não,6,342
574,50.0,F,5222.0,Salvador,arroz,Não,7,371
575,59.0,M,,Rio,arroz,Sim,9,198
576,41.0,,7761.0,São Paulo,oleo,Sim,6,552
577,19.0,F,4202.0,São Paulo,feijao,Não,2,122
578,36.0,M,5727.0,Rio,feijao,Sim,1,34
579,,F,3468.0,Salvador,cafe,Sim,5,235
580,30.0,M,6250.0,Rio,cafe,Sim,7,378
581,45.0,F,4666.0,Belo Horizonte,oleo,Sim,5,105
582,31.0,M,3862.0,Belo Horizonte,feijao,Sim,2,92
583,20.0,F,3174.0,Belo Horizonte,,Sim,8,720
584,20.0,F,,Curitiba,,Sim,6,324
585,39.0,M,1774.0,Salvador,arroz,Sim,9,756
586,47.0,F,1858.0,São Paulo,feijao,Sim,6,150
587,56.0,M,1366.0,Belo Horizonte,oleo,Não,2,118
588,45.0,F,2791.0,Rio,arroz,Não,5,105
589,39.0,,6331.0,Rio,acucar,Não,10,800
590,,M,3394.0,Curitiba,acucar,Não,8,608
591,59.0,,4299.0,Belo Horizonte,oleo,Sim,3,171
592,58.0,F,2423.0,São Paulo,arroz,Sim,7,637
593,33.0,F,4985.0,Curitiba,arroz,Sim,4,144
594,19.0,M,3504.0,São Paulo,acucar,Não,3,78
595,34.0,F,7244.0,São Paulo,cafe,Sim,8,584
596,28.0,,6549.0,Curitiba,oleo,Sim,2,140
597,35.0,M,2526.0,Belo Horizonte,acucar,Não,6,516
598,56.0,M,5954.0,Salvador,feijao,Sim,5,265
599,34.0,M,4861.0,Belo Horizonte,arroz,Não,4,332
600,32.0,F,6879.0,Rio,oleo,Sim,5,135
601,20.0,,6879.0,Curitiba,feijao,Não,2,114
602,18.0,F,5509.0,Salvador,arroz,Sim,9,315
603,48.0,F,,Salvador,oleo,Sim,4,212
604,55.0,F,2443.0,Curitiba,feijao,Sim,2,78
605,62.0,M,,São Paulo,cafe,Sim,7,518
606,53.0,M,6720.0,São Paulo,arroz,Sim,9,747
607,30.0,F,4248.0,Belo Horizonte,acucar,Sim,2,130
608,44.0,M,5825.0,Salvador,cafe,Sim,6,216
609,50.0,M,3254.0,Salvador,cafe,Sim,8,424
610,40.0,M,,Belo Horizonte,arroz,Não,2,160
611,31.0,M,,Rio,feijao,Sim,7,525
612,44.0,M,3698.0,Rio,arroz,Não,7,427
613,37.0,F,1631.0,Curitiba,,Sim,5,320
614,31.0,M,6847.0,Salvador,acucar,Não,7,637
615,,F,1360.0,Belo Horizonte,cafe,Sim,2,82
616,31.0,F,5192.0,São Paulo,oleo,Não,4,320
617,28.0,M,1686.0,Rio,feijao,Não,9,810
618,65.0,M,1618.0,Salvador,feijao,Sim,4,348
619,37.0,F,5225.0,Salvador,feijao,Não,10,540
620,64.0,F,4606.0,Curitiba,oleo,Sim,6,534
621,22.0,F,7602.0,Salvador,cafe,Não,10,390
622,63.0,F,2280.0,Belo Horizonte,cafe,Não,1,42
623,37.0,,3675.0,Rio,feijao,Sim,1,39
624,48.0,M,6087.0,Salvador,arroz,Não,8,512
625,58.0,F,1268.0,Rio,arroz,Não,1,97
626,46.0,M,7210.0,Rio,oleo,Não,4,80
627,63.0,M,4557.0,Rio,acucar,Não,1,50
628,26.0,M,1328.0,Belo Horizonte,arroz,Sim,4,112
629,31.0,,,Curitiba,acucar,Sim,7,497
630,64.0,F,5073.0,Curitiba,cafe,Sim,6,336
631,19.0,,6581.0,São Paulo,feijao,Sim,2,90
632,32.0,M,5097.0,Rio,acucar,Não,2,194
633,,M,5531.0,Curitiba,feijao,Não,4,156
634,41.0,M,,Belo Horizonte,cafe,Sim,9,306
635,20.0,M,2133.0,Salvador,oleo,Sim,1,48
636,58.0,F,3749.0,Salvador,cafe,Sim,8,368
637,22.0,M,,Belo Horizonte,,Não,3,195
638,43.0,F,1629.0,Rio,acucar,Sim,3,240
639,48.0,F,,Salvador,arroz,Sim,1,30
640,37.0,F,2487.0,São Paulo,,Não,5,290
641,24.0,F,2326.0,Curitiba,acucar,Sim,10,570
642,,M,1838.0,Salvador,feijao,Não,2,62
643,34.0,F,3830.0,Belo Horizonte,feijao,Sim,4,200
644,30.0,F,4054.0,Curitiba,cafe,Não,4,304
645,46.0,F,3488.0,Rio,feijao,Sim,6,432
646,60.0,M,2211.0,São Paulo,oleo,Sim,5,495
647,34.0,M,1910.0,São Paulo,oleo,Sim,5,460
648,30.0,M,3023.0,Salvador,oleo,Não,10,900
649,35.0,F,3602.0,Curitiba,feijao,Sim,5,375
650,47.0,,6871.0,Belo Horizonte,oleo,Não,1,43
651,40.0,F,,Salvador,cafe,Sim,4,336
652,,M,7290.0,Rio,acucar,Sim,9,432
653,47.0,F,,Rio,oleo,Não,8,784
654,38.0,F,,São Paulo,cafe,Sim,6,384
655,65.0,M,2928.0,São Paulo,oleo,Sim,10,540
656,57.0,F,5474.0,Belo Horizonte,cafe,Sim,10,830
657,26.0,F,4909.0,Curitiba,acucar,Não,5,170
658,28.0,F,7230.0,São Paulo,cafe,Sim,5,150
659,31.0,,3599.0,São Paulo,oleo,Sim,4,144
660,24.0,F,7979.0,São Paulo,arroz,Sim,5,300
661,,F,1630.0,Rio,cafe,Sim,8,176
662,35.0,,2435.0,Belo Horizonte,arroz,Não,5,420
663,59.0,,7531.0,Belo Horizonte,acucar,Não,5,465
664,23.0,M,1946.0,Belo Horizonte,oleo,Não,3,126
665,,F,1940.0,Curitiba,oleo,Não,4,104
666,51.0,F,3680.0,Rio,feijao,Sim,10,500
667,50.0,M,5965.0,Salvador,arroz,Sim,4,172
668,53.0,M,1262.0,Salvador,feijao,Sim,5,430
669,45.0,,6323.0,Curitiba,acucar,Sim,3,102
670,18.0,M,3179.0,Curitiba,cafe,Sim,8,768
671,,M,6354.0,Rio,oleo,Não,1,35
672,24.0,F,,Curitiba,feijao,Sim,2,72
673,58.0,F,3485.0,Belo Horizonte,oleo,Sim,5,440
674,49.0,F,5835.0,Rio,arroz,Não,10,520
675,63.0,M,2050.0,Belo Horizonte,acucar,Sim,8,472
676,20.0,,4303.0,Belo Horizonte,arroz,Não,9,882
677,40.0,M,5997.0,Rio,oleo,Sim,4,152
678,39.0,F,1620.0,São Paulo,cafe,Sim,3,240
679,40.0,M,5993.0,Rio,oleo,Não,9,774
680,,F,4696.0,São Paulo,acucar,Não,5,150
681,38.0,M,4094.0,São Paulo,oleo,Sim,7,154
682,56.0,F,7812.0,Salvador,oleo,Sim,4,204
683,33.0,M,1930.0,Salvador,feijao,Não,6,324
684,30.0,M,6774.0,Curitiba,feijao,Sim,5,250
685,61.0,F,4729.0,Salvador,acucar,Sim,7,574
686,30.0,M,2932.0,Rio,arroz,Sim,3,105
687,38.0,M,1290.0,São Paulo,,Sim,1,68
688,60.0,F,5661.0,Salvador,cafe,Sim,5,255
689,65.0,M,,Rio,arroz,Sim,2,168
690,39.0,M,3185.0,Curitiba,cafe,Sim,6,360
691,46.0,M,7258.0,São Paulo,feijao,Sim,5,455
692,52.0,F,3086.0,Rio,cafe,Sim,3,216
693,63.0,M,6627.0,Rio,feijao,Sim,5,185
694,39.0,M,3911.0,Belo Horizonte,feijao,Sim,6,414
695,,F,7471.0,São Paulo,acucar,Sim,9,450
696,,M,3758.0,Rio,oleo,Sim,2,74
697,60.0,M,3489.0,Belo Horizonte,acucar,Sim,5,345
698,56.0,M,7287.0,Curitiba,oleo,Sim,3,84
699,53.0,M,,Salvador,cafe,Não,10,240
700,58.0,M,2173.0,Belo Horizonte,feijao,Sim,2,56
701,57.0,M,1344.0,Rio,acucar,Sim,3,210
702,65.0,F,5712.0,Curitiba,arroz,Sim,8,216
703,61.0,,2029.0,Curitiba,feijao,Sim,3,300
704,46.0,M,,Rio,acucar,Não,7,490
705,41.0,F,2961.0,Salvador,arroz,Não,10,670
706,32.0,F,5635.0,São Paulo,feijao,Não,1,59
707,36.0,,7091.0,Salvador,feijao,Não,6,216
708,47.0,F,,Belo Horizonte,oleo,Não,6,324
709,23.0,M,3993.0,Curitiba,cafe,Sim,5,465
710,21.0,F,,Belo Horizonte,arroz,Sim,2,78
711,47.0,F,3321.0,Belo Horizonte,cafe,Sim,10,880
712,39.0,M,7327.0,Salvador,arroz,Sim,4,220
713,58.0,F,6762.0,Rio,acucar,Sim,5,475
714,40.0,M,,Belo Horizonte,arroz,Sim,8,560
715,46.0,F,1241.0,São Paulo,acucar,Não,2,52
716,64.0,F,6956.0,Rio,acucar,Sim,3,297
717,19.0,M,6511.0,São Paulo,cafe,Não,3,288
718,54.0,,6705.0,Salvador,cafe,Não,2,192
719,,M,,Belo Horizonte,,Não,2,150
720,34.0,,4671.0,Belo Horizonte,oleo,Não,2,160
721,45.0,F,1921.0,Salvador,cafe,Sim,2,78
722,21.0,F,5077.0,Belo Horizonte,arroz,Sim,9,729
723,43.0,F,,Rio,acucar,Não,4,88
724,35.0,F,6117.0,Belo Horizonte,cafe,Sim,8,800
725,62.0,M,2438.0,Curitiba,oleo,Não,7,553
726,64.0,F,3493.0,Salvador,feijao,Sim,3,234
727,,F,3621.0,São Paulo,,Sim,7,308
728,18.0,M,2959.0,Rio,acucar,Sim,7,616
729,22.0,F,4295.0,Rio,oleo,Não,5,400
730,,F,2939.0,São Paulo,,Não,6,444
731,29.0,,,Curitiba,feijao,Sim,2,74
732,21.0,,6196.0,Belo Horizonte,oleo,Sim,5,180
733,,M,6620.0,São Paulo,oleo,Não,4,148
734,21.0,M,5061.0,Curitiba,cafe,Não,8,184
735,58.0,,2988.0,São Paulo,arroz,Sim,8,456
736,34.0,M,2746.0,Salvador,cafe,Não,8,256
737,32.0,,7040.0,Rio,feijao,Sim,6,450
738,57.0,,3357.0,São Paulo,,Não,2,96
739,24.0,F,,Belo Horizonte,acucar,Sim,8,320
740,21.0,F,1989.0,Rio,acucar,Não,10,660
741,50.0,M,4726.0,Salvador,acucar,Sim,1,84
742,26.0,M,3214.0,Salvador,acucar,Sim,1,82
743,64.0,F,7689.0,São Paulo,feijao,Sim,7,182
744,57.0,F,2059.0,Salvador,acucar,Não,7,392
745,40.0,M,7584.0,Salvador,oleo,Sim,8,488
746,49.0,F,,Belo Horizonte,feijao,Sim,5,120
747,49.0,M,5353.0,Rio,acucar,Não,9,522
748,,M,2123.0,Belo Horizonte,acucar,Sim,8,464
749,52.0,F,7707.0,Belo Horizonte,arroz,Não,5,215
750,58.0,M,7630.0,Rio,feijao,Sim,7,546
751,65.0,M,1569.0,São Paulo,oleo,Sim,3,87
752,41.0,M,5415.0,Belo Horizonte,acucar,Sim,2,104
753,20.0,F,5279.0,Belo Horizonte,cafe,Não,6,588
754,42.0,M,4697.0,Rio,acucar,Sim,2,88
755,34.0,M,6735.0,Curitiba,,Não,8,624
756,,M,5430.0,Curitiba,,Não,9,738
757,,M,4425.0,Rio,cafe,Não,9,387
758,35.0,M,,São Paulo,arroz,Não,4,232
759,59.0,,7065.0,São Paulo,arroz,Sim,9,270
760,32.0,M,4393.0,Salvador,cafe,Não,8,624
761,58.0,M,5071.0,São Paulo,arroz,Sim,3,177
762,22.0,M,7442.0,Rio,feijao,Sim,7,595
763,32.0,M,5793.0,Rio,acucar,Sim,2,182
764,26.0,M,,São Paulo,feijao,Sim,9,531
765,53.0,M,6839.0,Rio,oleo,Sim,1,82
766,65.0,M,5624.0,Salvador,arroz,Não,2,146
767,46.0,M,,Rio,acucar,Não,5,420
768,28.0,M,4580.0,Rio,acucar,Sim,2,194
769,48.0,,3379.0,Salvador,arroz,Sim,5,185
770,47.0,F,2220.0,Curitiba,feijao,Sim,10,890
771,32.0,,6479.0,Rio,arroz,Sim,6,354
772,23.0,F,3821.0,Belo Horizonte,feijao,Sim,7,196
773,36.0,F,4104.0,São Paulo,arroz,Não,5,265
774,20.0,F,7521.0,São Paulo,cafe,Não,1,93
775,58.0,F,7858.0,São Paulo,feijao,Sim,3,129
776,26.0,M,7736.0,Belo Horizonte,,Sim,1,65
777,60.0,F,7977.0,Rio,acucar,Sim,6,498
778,33.0,F,5651.0,Salvador,acucar,Sim,2,144
779,46.0,M,4993.0,Salvador,arroz,Sim,8,456
780,56.0,F,5195.0,São Paulo,,Não,2,132
781,25.0,M,6223.0,Rio,cafe,Sim,8,416
782,43.0,M,4182.0,Curitiba,cafe,Sim,10,800
783,24.0,F,6560.0,Salvador,cafe,Sim,5,335
784,23.0,M,6642.0,Belo Horizonte,oleo,Sim,6,186
785,,M,3560.0,Salvador,arroz,Sim,7,511
786,28.0,F,1511.0,São Paulo,feijao,Não,8,696
787,44.0,M,3411.0,São Paulo,acucar,Não,7,644
788,43.0,M,1817.0,Curitiba,cafe,Sim,4,252
789,28.0,F,6325.0,Salvador,feijao,Não,1,86
790,28.0,M,5776.0,Rio,cafe,Sim,10,220
791,37.0,M,6359.0,Rio,,Não,8,416
792,53.0,M,1310.0,São Paulo,cafe,Sim,3,144
793,38.0,M,7991.0,Belo Horizonte,feijao,Não,8,440
794,62.0,M,4635.0,Curitiba,acucar,Não,4,144
795,27.0,F,7459.0,Salvador,arroz,Sim,3,273
796,,M,7186.0,Salvador,acucar,Sim,6,390
797,59.0,,2219.0,São Paulo,cafe,Sim,3,78
798,48.0,F,7575.0,Curitiba,feijao,Sim,4,284
799,26.0,M,7056.0,São Paulo,feijao,Não,10,950
800,63.0,F,5804.0,Belo Horizonte,acucar,Não,2,52
801,46.0,M,7597.0,Rio,cafe,Não,1,95
802,34.0,M,4528.0,Rio,arroz,Não,3,282
803,45.0,M,2152.0,Belo Horizonte,acucar,Sim,6,504
804,,F,2006.0,Belo Horizonte,feijao,Não,8,384
805,41.0,F,,Curitiba,oleo,Sim,2,150
806,60.0,F,3158.0,Curitiba,feijao,Sim,1,64
807,,M,7396.0,Salvador,feijao,Sim,3,93
808,45.0,F,2372.0,São Paulo,feijao,Sim,1,59
809,46.0,M,5240.0,Curitiba,feijao,Sim,4,108
810,61.0,F,3538.0,São Paulo,feijao,Sim,8,352
811,62.0,F,6978.0,São Paulo,oleo,Não,2,144
812,44.0,M,2766.0,Rio,,Não,6,246
813,54.0,F,5878.0,Belo Horizonte,arroz,Sim,7,679
814,19.0,F,3601.0,Salvador,cafe,Sim,4,272
815,,M,3731.0,Curitiba,feijao,Não,10,980
816,36.0,M,1300.0,São Paulo,acucar,Não,2,164
817,19.0,M,3044.0,Belo Horizonte,cafe,Sim,6,150
818,,F,7980.0,São Paulo,arroz,Sim,7,371
819,38.0,F,1799.0,São Paulo,oleo,Não,8,216
820,,M,1624.0,Rio,cafe,Sim,10,690
821,39.0,F,7338.0,Belo Horizonte,,Sim,6,456
822,48.0,M,5950.0,Belo Horizonte,acucar,Não,5,110
823,,M,2767.0,Belo Horizonte,arroz,Não,6,216
824,24.0,M,4543.0,Belo Horizonte,feijao,Sim,1,20
825,29.0,F,7508.0,São Paulo,cafe,Sim,4,284
826,29.0,M,5326.0,Salvador,oleo,Sim,2,158
827,20.0,M,6851.0,São Paulo,cafe,Sim,7,210
828,24.0,,7867.0,Belo Horizonte,cafe,Não,9,360
829,47.0,M,4124.0,São Paulo,arroz,Não,4,132
830,31.0,F,6538.0,Curitiba,feijao,Sim,9,828
831,43.0,F,4499.0,Belo Horizonte,,Não,6,546
832,47.0,,2397.0,Rio,cafe,Sim,6,138
833,58.0,M,5036.0,Rio,,Não,1,70
834,57.0,,4279.0,São Paulo,arroz,Sim,6,324
835,25.0,F,2167.0,Belo Horizonte,cafe,Não,2,136
836,36.0,F,7780.0,Belo Horizonte,,Sim,9,729
837,18.0,F,6284.0,Belo Horizonte,feijao,Sim,1,47
838,55.0,M,6382.0,São Paulo,feijao,Sim,1,43
839,35.0,F,1682.0,Rio,,Sim,7,546
840,43.0,,2336.0,Salvador,oleo,Não,7,399
841,54.0,F,7563.0,Curitiba,acucar,Não,5,370
842,24.0,M,3582.0,São Paulo,,Não,6,480
843,18.0,F,7899.0,Rio,arroz,Sim,3,117
844,21.0,F,4561.0,Salvador,acucar,Sim,10,590
845,23.0,M,7777.0,Rio,cafe,Não,3,144
846,44.0,,5877.0,São Paulo,oleo,Sim,4,384
847,,,6727.0,Rio,acucar,Sim,3,183
848,18.0,F,6942.0,Curitiba,acucar,Sim,6,138
849,56.0,F,7783.0,São Paulo,oleo,Sim,6,294
850,24.0,M,7404.0,Salvador,arroz,Sim,5,360
851,19.0,M,7299.0,São Paulo,acucar,Sim,3,165
852,40.0,,2688.0,Rio,oleo,Sim,6,504
853,57.0,M,5191.0,Rio,acucar,Sim,8,272
854,53.0,M,5605.0,Belo Horizonte,,Sim,5,380
855,19.0,F,6163.0,São Paulo,arroz,Sim,6,138
856,47.0,,7207.0,Rio,oleo,Sim,6,276
857,57.0,F,7210.0,Salvador,arroz,Não,5,115
858,60.0,F,1873.0,São Paulo,cafe,Não,9,405
859,36.0,F,,São Paulo,arroz,Não,1,93
860,59.0,F,7311.0,Curitiba,cafe,Sim,1,96
861,65.0,F,2626.0,Salvador,acucar,Não,9,387
862,31.0,M,5131.0,Belo Horizonte,feijao,Não,1,79
863,59.0,M,,Rio,acucar,Sim,3,234
864,37.0,M,6113.0,São Paulo,oleo,Sim,8,456
865,64.0,F,1648.0,Curitiba,feijao,Sim,4,132
866,25.0,F,2204.0,Salvador,,Sim,1,72
867,48.0,F,2326.0,Rio,arroz,Sim,1,59
868,44.0,F,4731.0,Belo Horizonte,,Não,1,23
869,58.0,,7121.0,Curitiba,cafe,Não,10,530
870,42.0,M,1879.0,Salvador,cafe,Sim,1,72
871,45.0,F,2529.0,Salvador,cafe,Não,2,128
872,23.0,M,1936.0,Curitiba,oleo,Sim,10,630
873,47.0,M,3267.0,Salvador,oleo,Sim,5,375
874,58.0,,1492.0,Belo Horizonte,acucar,Não,5,125
875,38.0,M,7336.0,Rio,feijao,Sim,6,174
876,,F,,Rio,feijao,Não,1,82
877,28.0,M,7437.0,São Paulo,feijao,Sim,5,105
878,34.0,M,3535.0,Curitiba,,Sim,9,369
879,43.0,,5117.0,Curitiba,arroz,Sim,5,110
880,31.0,F,5644.0,Curitiba,feijao,Sim,8,504
881,48.0,M,1428.0,Curitiba,arroz,Não,7,357
882,50.0,M,3652.0,Rio,,Sim,10,210
883,46.0,M,,Salvador,oleo,Não,8,168
884,,F,3406.0,São Paulo,acucar,Não,8,760
885,58.0,F,,Rio,arroz,Não,1,55
886,54.0,M,1232.0,Rio,,Sim,7,406
887,55.0,F,4641.0,Rio,feijao,Não,2,192
888,38.0,M,7742.0,Belo Horizonte,oleo,Sim,7,588
889,18.0,M,,Belo Horizonte,cafe,Não,7,567
890,44.0,F,1522.0,Belo Horizonte,feijao,Sim,10,550
891,20.0,M,6189.0,Salvador,oleo,Não,1,87
892,30.0,F,6748.0,Belo Horizonte,arroz,Sim,7,483
893,21.0,M,5979.0,Salvador,acucar,Não,8,504
894,60.0,M,3752.0,Rio,oleo,Não,7,357
895,33.0,F,7628.0,Belo Horizonte,arroz,Não,6,120
896,30.0,M,6538.0,Rio,feijao,Sim,8,600
897,42.0,F,4343.0,Salvador,oleo,Sim,2,200
898,50.0,F,3533.0,Belo Horizonte,acucar,Sim,9,801
899,43.0,F,6053.0,Curitiba,arroz,Não,6,420
900,20.0,F,3827.0,Salvador,arroz,Sim,7,343
901,,M,,Curitiba,cafe,Sim,6,564
902,23.0,F,4510.0,São Paulo,arroz,Sim,6,498
903,52.0,F,3690.0,São Paulo,arroz,Sim,5,430
904,42.0,F,3591.0,São Paulo,cafe,Não,1,29
905,46.0,F,7868.0,São Paulo,cafe,Sim,4,184
906,19.0,M,6446.0,Curitiba,oleo,Não,8,232
907,37.0,F,4755.0,São Paulo,oleo,Sim,2,86
908,39.0,M,,Rio,,Sim,1,49
909,42.0,M,7918.0,São Paulo,cafe,Sim,2,192
910,47.0,M,7264.0,Belo Horizonte,cafe,Não,2,64
911,28.0,M,7924.0,Curitiba,oleo,Sim,6,270
912,47.0,M,1921.0,Rio,,Sim,1,77
913,56.0,,3159.0,Rio,arroz,Sim,10,1000
914,48.0,F,3451.0,São Paulo,,Não,5,380
915,50.0,F,7984.0,Belo Horizonte,acucar,Não,1,42
916,26.0,M,7832.0,São Paulo,,Não,4,148
917,23.0,F,1339.0,Curitiba,cafe,Não,3,219
918,53.0,M,7705.0,Rio,arroz,Não,4,388
919,37.0,,1235.0,Rio,cafe,Sim,6,414
920,19.0,F,,Salvador,,Não,2,50
921,46.0,F,3763.0,Belo Horizonte,oleo,Sim,9,360
922,32.0,F,1509.0,Salvador,oleo,Sim,5,250
923,,M,5349.0,Belo Horizonte,arroz,Sim,4,360
924,19.0,M,7401.0,Belo Horizonte,feijao,Sim,5,410
925,49.0,F,1522.0,Rio,oleo,Não,6,276
926,26.0,M,1909.0,Rio,feijao,Sim,6,234
927,,F,3829.0,São Paulo,feijao,Sim,4,316
928,41.0,M,3548.0,São Paulo,cafe,Sim,5,310
929,47.0,M,1326.0,Curitiba,cafe,Sim,6,198
930,55.0,,,São Paulo,cafe,Não,4,396
931,22.0,F,2102.0,Salvador,feijao,Não,5,300
932,24.0,M,2659.0,Salvador,cafe,Sim,6,420
933,37.0,F,6954.0,Salvador,feijao,Sim,10,370
934,59.0,,5247.0,Salvador,cafe,Sim,3,267
935,28.0,M,6531.0,Belo Horizonte,oleo,Sim,2,158
936,50.0,,6524.0,Curitiba,cafe,Não,3,177
937,37.0,M,3302.0,Belo Horizonte,cafe,Não,5,240
938,29.0,,7272.0,Belo Horizonte,arroz,Não,3,177
939,59.0,M,,Rio,cafe,Sim,6,474
940,42.0,F,4896.0,Curitiba,oleo,Não,9,873
941,20.0,F,1287.0,Curitiba,oleo,Não,9,369
